"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,125.836354161321,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,129.321531189086,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,132.719565549986,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,136.073843548508,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,137.657972763956,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,137.048835071589,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,135.749749520843,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,134.308609022012,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,134.724176418309,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,140.057321048718,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,140.958687345172,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,147.860913137078,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,151.208608918844,,
"HUN","Hungary","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,153.544849861334,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,150.68913864679,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,150.944917350766,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,150.239758852435,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,150.11284238137,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,146.736929391529,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,146.37554377654,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,146.732551652673,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,148.531367298854,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,137.926300373992,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,145.084964147797,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,153.352453503682,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,152.742543057895,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,159.152342209814,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,166.822461487051,,
"CAN","Canada","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,173.142979361192,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.051835745775,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,111.234455237126,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,112.399681297381,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,113.851409884644,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.775313225032,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,115.522173335287,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,116.949153706076,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,117.725433443517,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,117.556589717447,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,116.458003154699,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.272758158056,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,118.109857968681,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,117.902008661653,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,118.904122622316,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,119.648825933839,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.457778422917,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.47285965649,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,116.814702205186,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,119.016031624738,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,119.140180383772,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.33214262908,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,122.158889097827,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,123.770186714468,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,126.904725334282,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,127.173354921,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,133.466009792414,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,137.550481682582,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,138.770793379629,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,143.59322500264,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,100.736085001009,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,101.091801875203,,
"FRA","France","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.348951626082,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,100.212334852264,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,101.024531451933,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,101.61396568246,,
"FRA","France","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,101.957982947634,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,104.777179438782,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,107.607639533528,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,106.232471970782,,
"FRA","France","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,106.360519392215,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,107.504365091645,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,109.082560447033,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,110.569681520049,,
"FRA","France","HPI_YDH","Price to income ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,110.772275673169,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,108.842015650651,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,109.36641807501,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,109.711690567609,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,109.967644578664,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.370718506828,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,110.838372590567,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,111.640016151342,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.801051469356,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,113.515793262359,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,115.532539138358,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.547140451352,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,121.642925757507,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,125.414743507456,,
"OECD","OECD - Total","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,129.110549280263,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,101.664569726471,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,101.805223896981,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,101.922506217839,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,101.983421449027,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,102.101133471091,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,102.287678377122,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,102.724725793064,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,103.038250681385,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,103.168677328512,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,103.132717418295,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,103.227213315121,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,103.499579597036,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,103.910158182767,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,104.355362244028,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,104.632858337091,,
"CHE","Switzerland","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,104.907360605317,,
"CAN","Canada","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,123.673053475976,,
"CAN","Canada","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.830116515214,,
"CAN","Canada","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,124.232564948439,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,124.174687391212,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,122.407024708228,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,122.639987354795,,
"CAN","Canada","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,123.797051416983,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,125.954706135858,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,129.376324950953,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,129.258962824149,,
"CAN","Canada","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,133.990215659916,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,137.041700364909,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,143.073698124682,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,147.649465763422,,
"CAN","Canada","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,149.237130887404,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,98.6831373641609,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,98.184389051598,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,98.592826189879,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,98.0916213983251,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,98.5074178845674,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,98.6183840548261,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,98.8825766622814,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,99.7824983370689,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,101.75474720009,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,99.6241666734019,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,100.438587796842,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,101.485869629076,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,102.134027263763,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,103.814251686926,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,95.2573090864695,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,95.4504997350137,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,95.4934975434503,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,95.9029438984434,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,96.9503778299864,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,97.3831331032808,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,97.97702005349,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,99.1160419153052,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,91.0740762922207,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,97.8707966908929,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,103.909511861487,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,96.0247466239557,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,108.34213686082,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,112.783033995836,,
"USA","United States","HPI_YDH_AVG","Standardised price-income ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,116.567791024442,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,110.614865415147,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,110.02508924635,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,109.304368523628,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,107.935349674295,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,107.975874400854,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.920460406829,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,110.253133857456,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.760501740566,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,112.669138885879,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,117.038425184312,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,124.810167284913,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,134.202452355337,,
"NZL","New Zealand","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,137.515387876663,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,92.0922302563306,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,92.1277376754414,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,92.2089801305058,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,92.2005997661394,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,92.1227497916717,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,92.140807636727,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,92.1919751562523,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,92.1816649645606,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,92.1424383528084,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,92.1516228063722,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,92.180406227049,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,92.1598219667109,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,92.2019625751709,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,92.2731256771306,,
"GRC","Greece","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,92.4569721003717,,
"GRC","Greece","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,92.7812590236225,,
"USA","United States","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,112.898038206162,,
"USA","United States","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,113.924688330544,,
"USA","United States","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,114.685237108592,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,116.076310533673,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,116.800312017883,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,117.839622900748,,
"USA","United States","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,119.100908334531,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.20739537306,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,122.798926373905,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,125.98376379639,,
"USA","United States","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,130.818701973625,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,134.645268485371,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,139.245911819442,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,143.248246885359,,
"USA","United States","RHP","Real house price indices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,145.756541996545,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,115.37564442497,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,115.058227902132,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,114.7353541365,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,114.425159088567,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,114.349952032991,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,114.061105276073,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,113.274715601489,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,113.976702497836,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,113.412503515128,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,114.568537081185,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,115.958165982478,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,117.153411571275,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,118.42910097533,,
"FIN","Finland","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,119.272388737212,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.853296206131,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,110.535661523883,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,110.288926191714,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.05658851461,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,111.89913203319,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,112.190257983129,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,112.106536214397,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,112.286824025778,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,112.417999790816,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,117.955616034483,,
"DNK","Denmark","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,122.991975104805,,
