"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,102.110238125208,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,102.624932250658,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,103.624040443833,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,101.630932949464,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,104.177213592018,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,107.60013281507,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,105.82968851376,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,112.620377620455,,
"OECD","OECD - Total","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,115.456526770945,,
"USA","United States","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,106.604489244127,,
"USA","United States","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.97295397759,,
"USA","United States","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,107.173675656779,,
"USA","United States","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,107.628543164885,,
"USA","United States","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,107.908422842379,,
"USA","United States","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.1696811903,,
"USA","United States","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,108.918769286924,,
"USA","United States","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,110.180992665506,,
"USA","United States","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,110.394410838912,,
"USA","United States","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,113.734927481104,,
"USA","United States","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,118.126932818725,,
"USA","United States","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,122.252840833266,,
"USA","United States","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,127.658395234555,,
"USA","United States","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,132.002398825454,,
"USA","United States","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,134.76390698709,,
"COL","Colombia","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,110.99526464662,,
"COL","Colombia","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,109.077074141836,,
"COL","Colombia","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.807457996387,,
"COL","Colombia","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,110.341671096463,,
"COL","Colombia","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.688098116868,,
"COL","Colombia","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,111.864058694225,,
"COL","Colombia","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,112.105482982248,,
"COL","Colombia","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.017451274123,,
"COL","Colombia","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,106.097990008137,,
"COL","Colombia","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,109.784886660996,,
"COL","Colombia","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,112.041409410194,,
"COL","Colombia","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,121.683137510825,,
"COL","Colombia","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,111.628328126776,,
"COL","Colombia","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,112.721338929004,,
"GRC","Greece","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,94.359294585748,,
"GRC","Greece","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,97.818472345646,,
"GRC","Greece","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.041591297724,,
"GRC","Greece","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,96.9120647565749,,
"GRC","Greece","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,97.3893254511139,,
"GRC","Greece","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,100.903074507838,,
"GRC","Greece","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,103.125773537027,,
"GRC","Greece","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,105.396381289053,,
"GRC","Greece","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,107.8700485168,,
"GRC","Greece","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,102.229900063838,,
"GRC","Greece","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,111.580992206838,,
"GRC","Greece","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,109.250554939961,,
"GRC","Greece","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,110.899513936849,,
"GRC","Greece","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,107.64163492475,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.623734350697,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.594504385018,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,107.927039504509,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,108.354295038268,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,109.101544701014,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,108.551741955116,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,108.622417224177,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,109.509999610255,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,109.947506315299,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,111.223356405192,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,111.776510935912,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,112.436992629148,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,115.786063409687,,
"CHE","Switzerland","HPI_YDH","Price to income ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,118.060377324585,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,99.9744054369656,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,100.181313619586,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.408955847713,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,99.9657640063292,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,99.7652883033849,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,99.6733422913667,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,100.32656249924,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,101.262766376402,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,102.219514975567,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,103.579332954799,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,105.149065609107,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,107.122502749587,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,109.598319494437,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,112.088746734923,,
"KOR","Korea","HPI_RPI","Price to rent ratio","2021-Q4","Q4-2021","IDX","Index","0","Units",,,113.462230677723,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,92.7111210061961,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,94.0278040475933,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,93.7283115607512,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,94.3463995154389,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,95.4706348952731,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,95.5847010472035,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,97.3361480637586,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,100.117880307887,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,102.912979670081,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,102.359141768801,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,104.600189120027,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,107.861090091152,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,110.82779731965,,
"DEU","Germany","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,112.498960195189,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,162.708011565057,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,163.014921815416,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,163.318438918372,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,162.781705091072,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,163.533057893441,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,165.122155565729,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,165.946314337804,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,167.687778324995,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,166.297778234345,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,168.681047905959,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,171.963657873508,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,177.526520714192,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,182.17189654189,,
"SWE","Sweden","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,185.579479713423,,
"BEL","Belgium","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,102.935741811513,,
"BEL","Belgium","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,103.285022385997,,
"BEL","Belgium","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,103.42482944883,,
"BEL","Belgium","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,103.706603118515,,
"BEL","Belgium","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,103.95511418768,,
"BEL","Belgium","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,104.431267355118,,
"BEL","Belgium","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,104.664846595523,,
"BEL","Belgium","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,106.297774404808,,
"BEL","Belgium","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,106.774838982217,,
"BEL","Belgium","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,106.998653607128,,
"BEL","Belgium","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,107.860465100727,,
"BEL","Belgium","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,108.236119418525,,
"BEL","Belgium","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,108.666777244366,,
"BEL","Belgium","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,109.415253185011,,
"BEL","Belgium","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,110.294782894853,,
"BEL","Belgium","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,110.697716741934,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,122.765067242184,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,124.273612145611,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,127.009442252802,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,130.657373588512,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,133.954187264372,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,136.469630791078,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,137.564675734782,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,142.933264612233,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,143.317795471829,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,145.013415754546,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,148.769951695943,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,149.163648146701,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,151.833228178858,,
"PRT","Portugal","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,157.278996676154,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,112.401080518175,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,113.018303052615,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,113.144831709186,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,113.99798967208,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.33000819707,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,115.158766026332,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,114.883249943782,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,115.500382508533,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,115.388643644023,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,121.523072334336,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,127.068110395807,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,130.823050504452,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,130.286559105868,,
"DNK","Denmark","RHP","Real house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,131.474208838903,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,96.0277225784967,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,96.8467767748159,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,98.113510956,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,99.2029942507907,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,100.879617140197,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,102.347545071327,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,103.494324745495,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,107.888943049744,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,113.127172717836,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,111.77098572982,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,113.541880444156,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,113.771463133682,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,112.111168649997,,
"PRT","Portugal","HPI_YDH_AVG","Standardised price-income ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,116.333016601419,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,95.6814194075877,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,95.099104665989,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,96.7007704494202,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,95.465293598734,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,94.0888961356879,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,95.5818874384358,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,98.1523889333894,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,99.863521219427,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,105.57555204359,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2020-Q3","Q3-2020","IDX","Index","0","Units",,,109.653955342241,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2020-Q4","Q4-2020","IDX","Index","0","Units",,,109.602767209768,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2021-Q1","Q1-2021","IDX","Index","0","Units",,,116.876488513554,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2021-Q2","Q2-2021","IDX","Index","0","Units",,,118.845440270617,,
"EST","Estonia","HPI_RPI","Price to rent ratio","2021-Q3","Q3-2021","IDX","Index","0","Units",,,116.111725021995,,
"ISR","Israel","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,104.190203288264,,
"ISR","Israel","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,104.668734646117,,
"ISR","Israel","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,104.986183081436,,
"ISR","Israel","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,105.380041058458,,
"ISR","Israel","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,105.784844708447,,
"ISR","Israel","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,106.108423423348,,
"ISR","Israel","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,106.520490809748,,
"ISR","Israel","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,106.980367268806,,
"ISR","Israel","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,106.776390108178,,
"ISR","Israel","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,107.049501778224,,
"ISR","Israel","RPI","Rent prices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,107.232540844792,,
"ISR","Israel","RPI","Rent prices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,107.404063255601,,
"ISR","Israel","RPI","Rent prices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,107.738201578554,,
"ISR","Israel","RPI","Rent prices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,108.019998351738,,
"ISR","Israel","RPI","Rent prices, s.a.","2021-Q4","Q4-2021","IDX","Index","0","Units",,,108.372536814734,,
"ISR","Israel","RPI","Rent prices, s.a.","2022-Q1","Q1-2022","IDX","Index","0","Units",,,108.79234667157,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,117.985727371923,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,120.03223097711,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,122.700497172046,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,122.761805396739,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,125.970596641468,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,127.458916827491,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,130.208681134302,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,132.320235966408,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,134.637856875858,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,138.240651588341,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2020-Q4","Q4-2020","IDX","Index","0","Units",,,140.046255560859,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2021-Q1","Q1-2021","IDX","Index","0","Units",,,145.246258308825,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2021-Q2","Q2-2021","IDX","Index","0","Units",,,150.556444445033,,
"AUT","Austria","HPI","Nominal house price indices, s.a.","2021-Q3","Q3-2021","IDX","Index","0","Units",,,156.051896968218,,
"EA","Euro area","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.624836695625,,
"EA","Euro area","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,110.470794623331,,
"EA","Euro area","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,111.342960183412,,
"EA","Euro area","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,112.071992547647,,
