"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.932,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-1.646,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.098,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.015,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.5,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.362,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.849,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,3.902,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,6.537,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,8.846,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,8.883,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,9.108,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,8.7,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,12.367,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,13.947,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,14.716,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.974,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-2.682,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.489,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.34,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.923,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.657,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,3.929,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,4.603,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,6.758,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,9.3,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,8.696,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,10.393,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,11.101,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,15.789,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,17.304,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,17.557,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.933,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.698,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.189,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.868,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.567,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.768,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.392,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.413,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,5.979,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,8.012,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,9.561,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.503,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,3.731,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,4.021,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,5.521,,
"4","Cities","CAN01M","Toronto (agglomeration) - Ontario","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,7.434,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,3.976,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.129,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.169,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,4.216,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,4.314,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,4.352,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,5.671,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,6.115,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,7.895,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,9.268,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,10.018,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,13.298,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,14.111,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,18.66,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,18.049,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,14.554,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.708,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.628,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.853,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,5.093,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,5.181,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,5.192,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,6.467,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,6.524,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,7.993,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,9.872,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,11.268,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,14.961,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,15.835,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,19.8,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,19.462,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,15.601,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.119,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.417,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.097,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.165,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.075,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.655,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,4.07,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,5.299,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,7.744,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,7.759,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,7.169,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,9.149,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,10.063,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,15.733,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,14.335,,
"4","Cities","CAN02M","Montreal (agglomeration) - Quebec","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,11.903,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,14.668,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,10.112,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,4.268,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-2.614,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-3.803,,
