"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2015_100","2015=100",63.849,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2015_100","2015=100",64.353,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2015_100","2015=100",64.748,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2015_100","2015=100",65,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2015_100","2015=100",65.719,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2015_100","2015=100",66.583,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2015_100","2015=100",67.194,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2015_100","2015=100",68.058,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2015_100","2015=100",68.561,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2015_100","2015=100",69.353,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2015_100","2015=100",70.288,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2015_100","2015=100",71.259,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2015_100","2015=100",71.942,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2015_100","2015=100",73.561,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2015_100","2015=100",74.568,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2015_100","2015=100",75.18,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2015_100","2015=100",75.791,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2015_100","2015=100",76.906,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2015_100","2015=100",77.734,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2015_100","2015=100",78.309,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2015_100","2015=100",79.065,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2015_100","2015=100",79.676,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2015_100","2015=100",80.612,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2015_100","2015=100",80.935,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2015_100","2015=100",81.259,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015_100","2015=100",81.727,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015_100","2015=100",82.518,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015_100","2015=100",83.165,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015_100","2015=100",84.532,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015_100","2015=100",85.036,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015_100","2015=100",85.324,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015_100","2015=100",85.324,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015_100","2015=100",85.288,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015_100","2015=100",84.568,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015_100","2015=100",84.82,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015_100","2015=100",85.755,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015_100","2015=100",86.475,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015_100","2015=100",87.014,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015_100","2015=100",87.338,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015_100","2015=100",87.878,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015_100","2015=100",88.597,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015_100","2015=100",89.892,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015_100","2015=100",90.863,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015_100","2015=100",91.871,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015_100","2015=100",92.698,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015_100","2015=100",93.741,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015_100","2015=100",94.46,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015_100","2015=100",95.18,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015_100","2015=100",95.54,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015_100","2015=100",95.791,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015_100","2015=100",96.115,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015_100","2015=100",96.367,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015_100","2015=100",96.799,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015_100","2015=100",97.41,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015_100","2015=100",97.842,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015_100","2015=100",98.309,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015_100","2015=100",98.633,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015_100","2015=100",99.46,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015_100","2015=100",100.54,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015_100","2015=100",101.367,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015_100","2015=100",102.014,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015_100","2015=100",103.921,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015_100","2015=100",105.935,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015_100","2015=100",107.698,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015_100","2015=100",108.921,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015_100","2015=100",111.763,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015_100","2015=100",112.446,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015_100","2015=100",112.734,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",112.662,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",112.374,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",112.626,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",112.842,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",112.806,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",112.914,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",112.95,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",113.669,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",114.245,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",114.964,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",116.439,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",118.885,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",122.698,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",127.806,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",130.288,,
"2","Large regions","CA35","Ontario (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",133.597,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2015_100","2015=100",46.356,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2015_100","2015=100",46.596,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2015_100","2015=100",47.077,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2015_100","2015=100",47.146,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2015_100","2015=100",47.317,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2015_100","2015=100",47.592,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2015_100","2015=100",47.626,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2015_100","2015=100",47.935,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2015_100","2015=100",48.244,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2015_100","2015=100",48.622,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2015_100","2015=100",49.103,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2015_100","2015=100",49.515,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2015_100","2015=100",49.996,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2015_100","2015=100",50.545,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2015_100","2015=100",50.785,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2015_100","2015=100",51.335,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2015_100","2015=100",51.953,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2015_100","2015=100",53.532,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2015_100","2015=100",55.146,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2015_100","2015=100",55.558,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2015_100","2015=100",56.795,,
"2","Large regions","CA46","Manitoba (CAN)","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2015_100","2015=100",57.687,,
